Identity,text,header,type_of_tweet,screen_and_username,num_followers,num_friends,num_retweets,tweet_language,rumour_identification,,,
1378,The pen is mightier than the sword. #JeSuisCharlie,charliehebdo,1,Prince Charles/Charles_HRH,392653,178,382,en,1,,,
4230,"Thinking of Layton's words: ""Love is better than anger. Hope is better than fear. Optimism is better than despair."" #ottawashooting",ottawashooting,1,Jason Booth/logicdog,288,244,195,en,1,,,
1023,"The gunmen responsible will be ""chased as long as necessary,"" @fhollande says. http://t.co/4fOLNaIHJe #CharlieHebdo
https://t.co/rL4iz7VayD",charliehebdo,1,CNN/CNN,15388762,1038,574,en,1,,,
2685,Bizarre. Police are now refusing to let us into their own press conference regarding #ferguson.,ferguson,1,jelani cobb/jelani9,22177,989,680,en,1,,,
4118,"There is something profoundly sinister about a shooting on Parliament Hill. It is a sacred space, where we use words, not weapons.",ottawashooting,1,Matt Campbell/MattCampbellca,1437,461,141,en,0,,,
2407,"The mother of #MikeBrown, the 17-year-old killed by #Ferguson police today, says her son was about to start at Vatterott College next week.",ferguson,1,Antonio French/AntonioFrench,100278,1031,308,en,1,,,
912,"JUST IN: Officials report suspects in Charlie Hebdo massacre are dead, hostages freed http://t.co/2PckWLdDMv",charliehebdo,1,Global Grind News/GlobalGrindNews,38282,266,107,en,1,,,
3773,Soldier shot at National War Memorial in Ottawa http://t.co/WABNVkk7wA http://t.co/SRMYiIoOY9,ottawashooting,1,CBC News/CBCNews,639706,1940,488,en,0,,,
1675,DEVELOPING: Paris on high terrorist alert after #CharlieHebdo shooting - Hollande http://t.co/3Jsosc7yl3 http://t.co/Lvv3J8o6e8,charliehebdo,1,RT/RT_com,842356,460,133,en,1,,,
1746,This is why I and other Muslims won't apologise for the Charlie Hebdo attacks – @javaria_akbar http://t.co/cHnDC9bdR3 http://t.co/2mEb09ZDNJ,charliehebdo,1,VICE UK/VICEUK,255650,8052,155,en,1,,,
4287,"Parliament Hill Security: ""the situation is evolving"" - lockdown reinstated in offices around the Hill #OttawaShooting",ottawashooting,1,Richard Madan/RichardMadan,10991,2447,136,en,1,,,
1736,Police surround a business where two suspects in the Charlie Hebdo attack may be barricaded http://t.co/pTzQlm1Mpy http://t.co/TaBppJpb4Q,charliehebdo,1,The New York Times/nytimes,14706174,961,457,en,1,,,
1629,On the one hand Saudi denounces attack on #CharlieHebdo on other it condemns @raif_badawi to 10 years and 1000 lashes for insulting Islam!!,charliehebdo,1,Randa HABIB/RandaHabib,20334,282,149,en,1,,,
3554,"Crashed #GermanWings A320 Airbus is 24 years old, ID D-AIPX, first flight was in November 1990 http://t.co/8UPMsinQkX http://t.co/3ggahAQ3Pu",germanwings-crash,1,Sky News/SkyNews,1963403,17,169,en,1,,,
430,Nice work from Banksy #JeSuisCharlie http://t.co/w9pJIrf7cP,charliehebdo,1,Anonymous/AnonOpsLegion,119372,222,233,en,0,,,
1808,"The pen is mightier than the sword, and the cowards were afraid of it. So don't stop writing. #JeSuisCharlie #CharlieHebdo",charliehebdo,1,Shumyla/shumylaj,593,774,217,en,1,,,
3295,"Germanwings co-pilot battled depression in '09, friends say. http://t.co/srhDPf4Zn5 http://t.co/I3Zd1RyNud",germanwings-crash,1,Fox News/FoxNews,5013586,384,154,en,0,,,
3290,"The co-pilot who rammed the Germanwings plane into the French Alps had previously ""battled depression"" http://t.co/PSBNTXo5AV",germanwings-crash,1,New York Post/nypost,757396,41124,48,en,0,,,
3753,UPDATE: This morning’s shooting incidents occurred at the National War Memorial and on Parliament Hill.  Not Rideau Centre. #ottnews,ottawashooting,1,Ottawa Police/OttawaPolice,37764,808,502,en,0,,,
3253,"BREAKING: Airbus A320 with 142 passengers and 6 crew members crashes in #Digne, France #4U9525 http://t.co/XTMaa9mAV2 http://t.co/ADAEpPZdMY",germanwings-crash,1,RT/RT_com,891879,482,681,en,0,,,
3576,Playback of flight #4U9525 with speed and altitude graph is available on http://t.co/FHoX6q0GHt http://t.co/amfKBbdeok,germanwings-crash,1,Flightradar24/flightradar24,214131,369,2289,en,1,,,
2222,This isn't the first time #Ferguson PD lied. Read this article. http://t.co/3miqibGdzQ,ferguson,1,TheAnonNigga/TheAnonMessage2,18549,36,184,en,0,,,
5032,Sydney Crisis: Hostages share gunman's demands in chilling phone calls: http://t.co/FBdZWWoNgg http://t.co/EZEhfxRUMQ,sydneysiege,1,ABC News/ABC,3775242,860,150,en,0,,,
3014,"If you're recording in video #ferguson, please use apps like Bambuser that record to a server so it can't be deleted if your phone is seized",ferguson,1,Science of Sarcasm/SOSpodcast,740,356,713,en,1,,,
5405,"If you're outraged at the Telegraph's irresponsible reporting of  #sydneysiege, complain to the press council here.  http://t.co/Ayq5X4Q1qz",sydneysiege,1,Sir Robert Denmore/MrDenmore,8250,1130,183,en,1,,,
3403,BREAKING - A Germanwings Airbus A320 plane reportedly crashed in the region of Digne (French Alps) #Flightradar24 - French TV #itele,germanwings-crash,1,Hamish Macdonald/hamishNews,44674,733,45,en,0,,,
5150,The moment #SydneySiege came to an end http://t.co/xheuclMCmj https://t.co/GqLXuL0x6W,sydneysiege,1,Daily Mail Australia/DailyMailAU,1988,136,305,en,1,,,
1995,The @NewYorker cartoonist's response to the #CharlieHebdo attack: http://t.co/uxDrVwl4M3,charliehebdo,1,Daniel Nyari/danielnyari,5853,2282,304,en,1,,,
5275,Sending love to Sydney. #illridewithyou #sydneysiege http://t.co/CFDtYzehDp,sydneysiege,1,Margaux Nissen Gray/RedGray,1700,1892,208,en,1,,,
2224,WATCH: Surveillance Video of Strong-Arm Robbery Linked to Michael Brown #Ferguson http://t.co/6fjtzxU063,ferguson,1,Greta Van Susteren/gretawire,451203,1463,104,en,0,,,
1106,Cartoonists don't deserve death for artwork. But I am not #CharlieHebdo. Their racist content doesn't become courageous because ppl died.,charliehebdo,1,Castro./kim_tastiic,12608,235,151,en,1,,,
3794,"#BREAKING : NHL : The game between the Toronto Maple Leafs and Ottawa Senators, scheduled for tonight in Ottawa, has been postponed",ottawashooting,1,Aaron Saltzman/cbcsaltzman,552,479,222,en,0,,,
818,"MORE: Police official: Suspects in Charlie Hebdo massacre killed, hostage freed: http://t.co/3xVAv7rE8o",charliehebdo,1,The Associated Press/AP,4556025,7352,437,en,1,,,
5252,Its grainy but this is the man involved in Sydney siege #9news with updates  on who cops think he is &amp, what he wants http://t.co/rAhHdE69Sq,sydneysiege,1,Darren Curtis/DarrenCurtis9,3839,1045,124,en,1,,
4209,"Statement on the shooting incident in Ottawa – elizabethmaymp.ca – October 22, 2014 http://t.co/kBKCiK6g9L #GPC",ottawashooting,1,Elizabeth May MP/ElizabethMay,106785,5550,138,en,1,,,
1697,Six explosions heard at kosher supermarket where a number of hostages were taken #ParisAttacks http://t.co/0jxoozr8mN http://t.co/BFuLAaMba6,charliehebdo,1,Sky News/SkyNews,1797097,17,195,en,1,,,
2369,"The #Ferguson chief, the County chief, County prosecutor, and @CharlieADooley need to reach out to the family and promise justice TONIGHT.",ferguson,1,Antonio French/AntonioFrench,99731,1030,151,en,1,,,
136,Update - AP: French police are chasing a Peugeot on A2 motorway and say hostages have been taken northeast of #Paris #CharlieHebdo,charliehebdo,1,Sky News Newsdesk/SkyNewsBreak,1378347,6,349,en,0,,,
3898,Source says ONE suspect shot and killed inside PARLIAMENT HILL - security sweep still underway. #ottnews #BREAKING,ottawashooting,1,580 CFRA/CFRAOttawa,19633,108,201,en,0,,,
2925,"White ""anti-looting"" high-horse riders listen up! Read &amp; follow @ProfessorCrunk
http://t.co/L8DTcZCOvQ
#Ferguson http://t.co/kNmvT8S2hb",ferguson,1,Brian Dominick/BrianDominick,745,433,172,en,1,,,
5142,You know if we manage to turn the #SydneySiege into a positive force of community this man will have achieved the opposite of his intentions,sydneysiege,1,Jingle Bells Brown/JB_AU,4311,3733,476,en,1,,,
1180,Photos from the scene of the Paris shooting at #CharlieHebdo office: http://t.co/dqcYAoG2ku http://t.co/mN0eKhoOK2,charliehebdo,1,Wall Street Journal/WSJ,5570437,974,194,en,1,,,
3210,What the media won't show #Ferguson #MikeBrown @zellieimani @SpookPacShakur @AntonioFrench @elonjames @WesleyLowery http://t.co/ohtjw2Kiav,ferguson,1,P E A C H E S/kudipeaches,342,432,343,en,1,,,
888,We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F,charliehebdo,1,NATO/NATO,217660,533,315,en,1,,,
2384,"""Mom, I'm going to college."" #AmadouDiallo #lastwords #ferguson #michealbrown #policeagression http://t.co/B0WbHO1BCU",ferguson,1,Shirin Barghi/shebe86,1295,962,126,en,1,,,
2704,The whistleblower said it wasn't his intention to take the #StLouis PD down but he HAD to say something. He filed a lawsuit. #Ferguson,ferguson,1,Dr. Goddess/drgoddess,17599,5078,234,en,1,,,
817,There can be no justification whatsoever for such taking of life #CharlieHebdo (2/2),charliehebdo,1,East London Mosque/elondonmosque,3949,223,145,en,1,,,
1111,If religion — any religion — is off-limits for open debate we are in a very dangerous situation. #Freedomofexpression #CharlieHebdo,charliehebdo,1,Secularism UK/NatSecSoc,19303,1087,158,en,1,,,
4275,The sad poignant irony of a soldier felled at the foot of the Cenotaph. It is to weep. Remembrance Day will feel different. #OttawaShooting,ottawashooting,1,Tom Harrington/cbctom,8255,467,204,en,1,,,
5159,"Only to a bleating liberal is this situation in Sydney ""unexpected"" to those of us who understand the ideology behind it, we expect it daily",sydneysiege,1,Tommy Robinson/TRobinsonNewEra,93616,4309,129,en,1,,,
1264,#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe,charliehebdo,1,RT/RT_com,842445,460,138,en,1,,,
990,"Does somebody want to tell me how ISIS isn't Islam again, after murdering 12 in #France over a cartoon over muhammed? http://t.co/rmgzDNrJVO",charliehebdo,1,Chuck Nellis/ChuckNellis,64520,58197,124,en,1,,,
3017,"Police are using military weapons to occupy #Ferguson, Missouri: http://t.co/VnGMpxrdbI http://t.co/TAgA8A5MU6",ferguson,1,Slate/Slate,907667,501,158,en,1,,,
1739,The attack on Charlie Hebdo is an obscenity. Everyone civilized must show solidarity with France. Vive la France! Vive la presse libre!,charliehebdo,1,Douglas Kennedy/DouglasLKennedy,5403,4381,231,en,1,,,
3483,LIVE A French Air Force EC-135 is flying over there area of crash #germanwings http://t.co/6z0zeNMoSN http://t.co/Ah5H6qxIRp,germanwings-crash,1,AirLive.net/airlivenet,56016,382,198,en,1,,,
353,"R.I.P. Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack http://t.co/idgRlYPSk7",charliehebdo,1,Keya Morgan/KeyaMorgan,330002,8359,119,en,0,,,
4418,"#BREAKING
#OTTAWA police are asking Facebook and twitter users to stop reporting police locations 
#ParliamentHill",ottawashooting,1,Mark Day/1310NewsDay,4309,612,1786,en,1,,,
2292,Anybody else thinks the #Ferguson police chief is just making this up as he goes along? This is beyond embarrassing. It's shameful!,ferguson,1,rolandsmartin/rolandsmartin,283826,1651,241,en,0,,,
4385,"You are not alone today #Ottawa - we are here if you need to talk, cry, whatever, we are here 613-238-3311",ottawashooting,1,DistressCentreOttawa/DistressCentreO,2031,2019,393,en,1,,,
1489,Today's newspapers all over Europe are relaying the shock of #CharlieHebdo attack. More here - http://t.co/pzZIS77o5A http://t.co/cpIV5dhCGr,charliehebdo,1,BBC Free Speech/BBCFreeSpeech,22955,2060,112,en,1,,,
3669,"UPDATE: 240 firefighters, 210 policemen are on their way to the crash site http://t.co/WKhAjiH6pQ #Germanwings #4U9525",germanwings-crash,1,Sputnik/SputnikInt,69527,77,36,en,1,,,
1228,The terrorist attack in Paris is beyond obscenity. It is a violent assault on freedom of the media and freed of expression for all peoples.,charliehebdo,1,Kevin Rudd/MrKRudd,1468890,415293,133,en,1,,,
3618,France’s La chaine méteo weather site says weather “calm” in area of #4U9525 crash http://t.co/xZViemijJd http://t.co/BbvToAEEoD,germanwings-crash,1,John Walton/thatjohn,7043,347,32,en,1,,,
5635,Have just spoken with leaders of Sydney's valued Islamic community. Appreciated their support and reassured them we're in this together.,sydneysiege,1,Mike Baird/mikebairdMP,16699,1179,528,en,1,,,
52,"This was a well-planned attack: the gunmen hit #CharlieHebdo in the middle of the weekly conference, with all staff present.",charliehebdo,1,Daphnée Denis/daphneedenis,1424,902,178,en,0,,,
2915,It's messed up when cops can shoot unarmed Black teen yet White people can walk around Target with AR-15's! #Ferguson,ferguson,1,Pat Fuller/bannerite,18477,18502,326,en,1,,,
3688,Everything we know about the Germanwings plane crash in France http://t.co/o0ZSGb1lQq http://t.co/N4TTbxlOY4,germanwings-crash,1,i100/thei100,69842,60,26,en,1,,,
3102,White twitter doing what they do best... #Ferguson #FergusonShooting http://t.co/Ks2YLkYmEJ,ferguson,1,скучно/iMONST3R,544,398,115,en,1,,,
3410,"BREAKING: #Germanwings co-pilot's name is Andreas Lubitz, a German national, says Marseilles prosecutor: http://t.co/1o08vXVzP8",germanwings-crash,1,CNN International/cnni,3369712,336,273,en,0,,,
1589,MUSLIMS around the world celebrate terrorist attack killing 12 in Paris http://t.co/LdWu6Ie24y,charliehebdo,1,Tommy Robinson/TRobinsonNewEra,96718,4714,115,en,1,,,
1479,"I deleted my suggestion that Paris attacks be blamed on US drones, when it became apparent that even that EXTREME sarcasm was being missed.",charliehebdo,1,Richard Dawkins/RichardDawkins,1091642,289,337,en,1,,,
1469,The best cartoon yet about the #ParisShooting. #CharlieHebdo #JeSuisCharlie http://t.co/8GJk1mOjNu,charliehebdo,1,Bipartisan Report/Bipartisanism,93797,26439,245,en,1,,,
2865,It's helicopters flying in #Ferguson. How a drive by happen and y'all ain't spot it??! With West Florissant COMPLETELY BLOCKED OFF.,ferguson,1,ShordeeDooWhop/Nettaaaaaaaa,5717,617,127,en,1,,,
2078,"Press ""must stand together to send the message that murderous attempts to silence us will not stand"" #CharlieHebdo http://t.co/aiF9kVv9hw",charliehebdo,1,CPJ/pressfreedom,77015,797,388,en,1,,,
4259,Thinking of everyone in Ottawa this morning. Thoughts and prayers are with the solider and their family. #Canada,ottawashooting,1,Kate Beirness/KateBeirness,70043,271,137,en,1,,,
5713,"Praying for the hostages, and praying for my religion to one day be free of those who think that Allah demands killing. #sydneysiege #islam",sydneysiege,1,Tarek Masoud/masoudtarek,3998,282,575,en,1,,,
2420,"""This is not just a north side problem or a black problem, this is a St. Louis problem"" - Tom Naerper #Ferguson http://t.co/VYF5whVBRo",ferguson,1,Wesley Lowery/WesleyLowery,104185,3796,210,en,1,,,
436,Twin hostage situations Erupt in Paris. Two victims have been killed. Our updated story: http://t.co/Z5xnRNhRhN,charliehebdo,1,Dan Bilefsky/DanBilefsky,4107,999,113,en,0,,,
4916,Sydney Australia: Not technically ISIS flag but Shahadah flag with Islamic creed on it. Commonly used by militants: http://t.co/s7kg2wSrlQ,sydneysiege,1,Mubin Shaikh/CaliphateCop,2508,1531,252,en,0,,,
1588,"Much respect to @washingtonpost for this. Seriously, thank you:
http://t.co/V78xiVa4Ba http://t.co/j9rHfjeYFD",charliehebdo,1,Miranda Celeste Hale/mirandachale,5053,99,103,en,1,,,
4266,Actually amazing. RT @todmaffin: Things to remember. #OttawaShooting http://t.co/f1yZHma6Cq,ottawashooting,1,Steve Ladurantaye/sladurantaye,20284,309,440,en,1,,,
1590,"RT @socdec: #Charb, cartoonist killed in #ParisShooting, after death threats http://t.co/AKQHq6bqGf #CharlieHebdo #JeSuisCharlie",charliehebdo,1,Calestous Juma/calestous,64686,189,133,en,1,,,
5392,Australians tweet #illridewithyou to support Muslims fearing an anti-Islam backlash from the Sydney hostage siege http://t.co/sIu9ovm0l8,sydneysiege,1,Agence France-Presse/AFP,282144,486,149,en,1,,,
973,#France: Dark day for freedom of expression as gunmen attack newspaper office. #CharlieHebdo http://t.co/qqPl3R4ROF http://t.co/RuSLtisGjo,charliehebdo,1,AmnestyInternational/amnesty,1296907,6593,729,en,1,,,
1238,We are observing a minute's silence today at 11am. If you support press freedom please share &amp, join us #JeSuisCharlie http://t.co/LSCtwgNDAB,charliehebdo,1,Wales Online/WalesOnline,51480,1443,134,en,1,,
2306,"What are #Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? http://t.co/wfuDYm9q27 #OpFerguson",ferguson,1,the silver burrito/occbaystreet,4477,1323,427,en,0,,,
3720,This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong http://t.co/vhPBPq5yYk,ottawashooting,1,Mauler™ /MaulerMauler,18514,136,187,en,0,,,
4953,Sydney Opera House among buildings evacuated due to #SydneySiege: http://t.co/xQtgKojdnC http://t.co/LPOz3sxOI7,sydneysiege,1,Wall Street Journal/WSJ,5445883,968,307,en,0,,,
2231,Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown! This is bad! #Ferguson,ferguson,1,James Fortune/MrJamesFortune,185018,2149,274,en,0,,,
2350,Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ... #Ferguson,ferguson,1,AllegedlyOfCourse/ThroatChopU,1667,702,102,en,0,,,
1497,#JeSuisCharlie trends worldwide: Online solidarity after Charlie Hebdo attack http://t.co/q1yC7tmhDN http://t.co/nvrKqRY6EL,charliehebdo,1,The Telegraph/Telegraph,774286,264,195,en,1,,,
449,"Map shows industrial estate where 2 #CharlieHebdo suspects are holed up, surrounded by police http://t.co/hi9g8dxpiR http://t.co/Vw2L6SQcMH",charliehebdo,1,BBC Breaking News/BBCBreaking,12930336,3,588,en,0,,,
4553,"Wow. Photo from MP Nina Grewal showing the doors of Reading Room Barricaded.  #ParliamentHill #Ottawa http://t.co/vGsuHQqadi""",ottawashooting,1,Patricia Tadros/PTadros_RC,2341,1833,148,en,1,,,
5208,FUCK THE MONDAY AND THE FUCKING AUSTRALIA TERRORIST FOREVER #sydneysiege,sydneysiege,1,The Iron Sheik/the_ironsheik,452902,403,136,en,1,,,
3611,"French PM: France has been plunged into a deep sadness... compassion, solidarity with all victims' families #Germanwings",germanwings-crash,1,Max Foster/MaxFosterCNN,16891,929,26,en,1,,,
1551,#NUJ on Charlie Hebdo killings: assassination of journalists and an attempt to assassinate the free press. - https://t.co/nKSv4QlSEY,charliehebdo,1,NUJ/NUJofficial,15772,15425,181,en,1,,,
5144,"That's the Sydney I recognise. RT @MichaelJames_TV: This, this is what good people do. #sydneyseige #MartinPlace http://t.co/rOgrMoOtXv",sydneysiege,1,mathewlowry/mathewlowry,1697,1024,147,en,1,,,
1146,Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/Vkfw5ZbmvC,charliehebdo,1,The Independent/Independent,973027,1763,127,en,1,,,
4873,Tomorrow the exclusion zone will stay in place in Sydney - if you work in the area please stay at home. #sydneysiege http://t.co/LMonvzQWIZ,sydneysiege,1,Andrew Denney/Andrew_Denney,1147,1164,180,en,0,,,
2092,Are we supposed to be cool &amp, remain calm when the police after MURDERING a teenager SLANDER him to hide the killing behind racism? #Ferguson,ferguson,1,Elon James White/elonjames,28398,521,330,en,0,,
1313,"The right to mock &amp; criticise religion is a key tenet of a free and democratic society, whether it be Islam or Christianity. #CharlieHebdo",charliehebdo,1,Julia Hartley-Brewer/JuliaHB1,22212,121,172,en,1,,,
2015,Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer. http://t.co/YGscPqvtYM,charliehebdo,1,The Cartoon Movement/cartoonmovement,4617,1350,335,en,1,,,
3049,Great Minds Think Alike But So Do DUMBASSES! Jesse Jackson: There's a '#Ferguson' near U http://t.co/PIlkbY2YB6 #tcot http://t.co/RRz31Fqc1m,ferguson,1,Amy Mek/AmyMek,21023,10883,203,en,1,,,
2543,The death of Mike Brown was live tweeted http://t.co/UJNhP9jNeD via @7im #ferguson,ferguson,1,Jared Keller/jaredbkeller,20155,2591,111,en,1,,,
2807,#Ferguson PD doesn't have 70+ SWAT officers &amp, 3 APC's. This has to a county wide response. The mayor &amp, the governor are culpable.,ferguson,1,Mikki Kendall/Karnythia,23764,790,139,en,1,
3995,At the war memorial in. Ottawa. A soldier has been shot. They are giving him treatment now. #breaking http://t.co/cTmlb1LvgG,ottawashooting,1,Evan Solomon/evansolomoncbc,78813,590,667,en,0,,,
4750,Five hostages have escaped the besieged Lindt Cafe in #Sydney | Our latest update: http://t.co/XJVICQdu0y http://t.co/aNGBZsCmdQ,sydneysiege,1,Al Jazeera English/AJEnglish,2197338,137,140,en,0,,,
413,#BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,charliehebdo,1,Agence France-Presse/AFP,312461,483,2825,en,0,,,
941,One of the best #JeSuisCharlie cartoons I have seen so far by @RteeFufkin http://t.co/VNMqFaJLxW,charliehebdo,1,Sir William Davenant/SirWilliamD,4632,589,353,en,1,,,
801,"Salman Rushdie: ""I stand with #CharlieHebdo, as we all must, to defend the art of satire, which has always been a force for liberty""",charliehebdo,1,Josh Glancy/joshglancy,905,346,783,en,1,,,
2337,"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.",ferguson,1,clydetheslyde/clydetheslyde,11052,12141,112,en,0,,,
5795,Thoughts are with you Sydney 😔,sydneysiege,1,Dean Sherwood/DeanSherwood,113583,98,124,en,1,,,
256,"Charlie Hebdo massacre in Paris carried out with military precision - gunmen appeared to seek out journalists by name, police suggest.",charliehebdo,1,Peter Allen/peterallenparis,2228,570,387,en,0,,,
5689,PM: I was briefed overnight on the siege in Sydney. Deeply concerning and my thoughts are with all those caught up in it.,sydneysiege,1,UK Prime Minister/Number10gov,2900857,677,253,en,1,,,
2235,BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown. (not the guy named by Anonymous),ferguson,1,Tariq Nasheed/tariqnasheed,118431,206,145,en,0,,,
647,"Wait, printing the #CharlieHebdo cartoons is too offensive, but putting a wounded policeman about to be executed on your front page *isn't*?",charliehebdo,1,Yair Rosenberg/Yair_Rosenberg,9292,187,119,en,1,,,
1767,The policeman killed at point blank range in #CharlieHebdo attack was Muslim. Need more proof that Terrorists have no religion?! #RIPAhmed,charliehebdo,1,SOPHIE CHOUDRY/Sophie_Choudry,523429,130,101,en,1,,,
3849,"Meet Kevin Vickers, the hero who shot down the Parliament Hill gunman #OttawaShooting http://t.co/dFhPJCDREP http://t.co/m4fFmtw8d8",ottawashooting,1,Canoe/Canoe,6538,2454,127,en,0,,,
4675,Sydney gunman was shot by police and is confirmed dead #sydneysiege #SydneyHostageCrisis,sydneysiege,1,Josh Cahill/gotravelyourway,8966,1878,100,en,0,,,
3616,Airport operator Aena: Crashed #GermanWings jet took off from Barcelona airport at 0855 GMT http://t.co/8UPMsinQkX http://t.co/4IpoDSEy7U,germanwings-crash,1,Sky News/SkyNews,1963542,17,81,en,1,,,
2450,What #Ferguson Chief of Police Thomas Jackson did was outrageous!,ferguson,1,Jonathan Capehart/CapehartJ,101531,634,115,en,1,,,
24,Armed French Police At Trocadero In Paris http://t.co/ZpJZ7M5ns3,charliehebdo,1,Sky News/SkyNews,1794927,17,106,en,0,,,
1088,Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,charliehebdo,1,The Guardian/guardian,3090429,1083,285,en,1,,,
2646,"The oppressed stands with the oppressed.

#Palestine stands with #Ferguson. http://t.co/IEltHrA8jQ",ferguson,1,Anonymous Operations/YourAnonGlobal,23984,133,229,en,1,,,
3626,Our thoughts are with all the passengers and crew members on board @Germanwings flight #4U9525 and their loved ones.,germanwings-crash,1,Turkish Airlines/TurkishAirlines,649622,49,230,en,1,,,
112,#BREAKING - An armed man has reportedly taken a hostage at a kosher grocery store at Porte de #Vincennes #Paris http://t.co/uel0jveeWP,charliehebdo,1,FRANCE 24/FRANCE24,1258380,380,214,en,0,,,
2311,"If Mike Brown was engaged in a robbery before being shot, why isn't his alleged accomplice under arrest? #Ferguson http://t.co/upMLU4bbK4",ferguson,1,Steve Silberman/stevesilberman,37830,5439,407,en,0,,,
2582,"Sara 4, killed while playing
#Israel is intentionally targeting KIDS

#Ferguson #Gaza #GazaUnderAttack #FreePalestine http://t.co/cD8oc73rNY",ferguson,1,Dr.Bassel Abuwarda/DrBasselAbuward,42436,617,263,en,1,,,
56,Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects http://t.co/tYCeEMKwOo,charliehebdo,1,Wall Street Journal/WSJ,5584756,976,166,en,0,,,
1309,A reliable source has confirmed to the BBC that Cherif and Said Kouachi were on the UK Warnings Index “and had been for some time.”,charliehebdo,1,Daniel Sandford/BBCDanielS,41682,2276,484,en,1,,,
695,"Muslims get judged every day because of all these terrorist attacks. They are VICTIMS, not supporters. #CharlieHebdo http://t.co/LbXhLcnby7",charliehebdo,1,Tobey | Lady Gaga/tobeymonster,89079,863,136,en,1,,,
4216,"American media: stop calling #OttawaShooting ""Canada's 911"" We don't know who or why yet. Canadians prefer to spread facts,not fear #cdnpoli",ottawashooting,1,Dr. Cristina Stasia/ActionFlickDoc,815,423,122,en,1,,,
1227,"One million copies of Charlie Hebdo, rather than the usual 60,000, will be printed next week http://t.co/dEI1ZBSJC1 http://t.co/Dhef0UV064",charliehebdo,1,MarketWatch/MarketWatch,1205888,200,116,en,1,,,
4256,We stand w/ our Canadian partners as scene unfolds in Ottawa. We stand resolute in defense of our 2 nations.First responders in our thoughts,ottawashooting,1,NORAD & USNORTHCOM/NoradNorthcom,32251,206,319,en,1,,,
276,"French police confirm that the #CharlieHebdo attackers shouted ""The Prophet has been avenged"".

Sigh.",charliehebdo,1,Doc/ManhattanDoc,16058,121,135,en,0,,,
2481,More coverage from Europe - http://t.co/Ipkmn3Zq45 #Ferguson #MikeBrown http://t.co/vbZSHAvmxK,ferguson,1,Antonio French/AntonioFrench,100426,1031,166,en,1,,,
1833,"""After twenty years of writing about Muslim fundamentalist violence, I am running out of synonyms for atrocity"" http://t.co/ngPatcYWYc",charliehebdo,1,Vichar Vimarsh/thevichar,56,56,105,en,1,,,
682,Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years' http://t.co/6Cut73pm7O http://t.co/mHK5rUbMTa,charliehebdo,1,Telegraph World News/TelegraphWorld,85783,596,136,en,1,,,
2929,"Police move in, telling people move or be arrested.  People asking ""What for?"" ""Just move"" #Ferguson @vicenews http://t.co/p5tCD5HDSu",ferguson,1,Alice Speri/alicesperi,9220,741,556,en,1,,,
5197,"Man Haron Monis is believed to be the man behind the #sydneysiege, his former lawyer says likely he acted alone .http://t.co/aK7HPBjp7e",sydneysiege,1,ABC News/abcnews,489505,1063,112,en,1,,,
1137,The Pen vs. the Gun: @PGourevitch on the life-giving defiance of the #CharlieHebdo cartoonists http://t.co/F6alYXXjtU,charliehebdo,1,The New Yorker/NewYorker,4096102,280,145,en,1,,,
3505,#Germanwings crash: Arrivals board at #Dusseldorf airport http://t.co/zU6hn03xzU http://t.co/MOQt2LDido,germanwings-crash,1,RT/RT_com,891630,482,141,en,1,,,
5370,"RT @aus_jewishnews  #sydneysiege continues, three faiths come together to pray for peace, Lakemba mosque. @Mo_Taha1 http://t.co/mhhGWAQ2vU",sydneysiege,1,Mozart Malik/MozartMalik,42693,2365,717,en,1,,,
3112,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,ferguson,1,Antonio French/AntonioFrench,106627,1041,211,en,1,,,
3198,Destruction of property and destruction of life are false equivalents. #MikeBrown #Ferguson,ferguson,1,Brittney Cooper/ProfessorCrunk,13531,687,179,en,1,,,
1346,RT - If you support this #freedom fighter! #StopIslamists #FreedomOfSpeech #CharlieHebdo #RedNationRising http://t.co/4ThF7Zko4E,charliehebdo,1,Jonas Christensen/JonasChr88,16791,16686,140,en,1,,,
